Phylum,Class,Order,Family,Genus,Species,Common_Name,Status,BRO,TOR,SAN,HEN,IUCN_No,Pop_Trend
chordata,mammalia,cetartiodactyla,bovidae,Tragelaphus,eurycerus isaaci,Eastern bongo,CR,0,0,0,1,22057,de
chordata,mammalia,cetartiodactyla,bovidae,Tragelaphus,imberbis,Lesser kudu,NT,1,0,1,0,22053,de
chordata,mammalia,cetartiodactyla,bovidae,Tragelaphus,spekii,Sitatunga,LC,0,1,1,0,22050,de
chordata,mammalia,cetartiodactyla,bovidae,Tragelaphus,strepsiceros,Greater kudu,LC,0,1,1,0,22054,st
chordata,mammalia,cetartiodactyla,camelidae,Camelus,bactrianus,Bactrian camel (domestic),CR,0,1,0,0,63543,de
chordata,mammalia,cetartiodactyla,camelidae,Lama,guanicoe,Guanaco,LC,0,0,1,0,11186,st
chordata,mammalia,cetartiodactyla,cervidae,Axis,axis,Chital,LC,1,0,1,0,41783,un
chordata,mammalia,cetartiodactyla,cervidae,Axis,calamianensis,Calamian deer,EN,0,0,1,0,2446,de
chordata,mammalia,cetartiodactyla,cervidae,Axis,porcinus,Hog deer,EN,1,0,0,0,41784,de
chordata,mammalia,cetartiodactyla,cervidae,Capreolus,capreolus,Roe deer,LC,0,0,1,0,42395,in
chordata,mammalia,cetartiodactyla,cervidae,Cervus,elaphus,Red deer,LC,0,1,1,1,41785,in
chordata,mammalia,cetartiodactyla,cervidae,Cervus,nippon,Sika deer,LC,1,1,1,0,41788,in
chordata,mammalia,cetartiodactyla,cervidae,Elaphodus,cephalophus,Tufted deer,NT,1,0,1,1,7112,de
chordata,mammalia,cetartiodactyla,cervidae,Elaphurus,davidianus,Père David's deer,EW,1,0,0,0,7121,in
chordata,mammalia,cetartiodactyla,cervidae,Hydropotes,inermis,Chinese water deer,VU,0,0,1,0,10329,de
chordata,mammalia,cetartiodactyla,cervidae,Muntiacus,muntjak,Indian muntjac,LC,1,0,1,0,42190,de
chordata,mammalia,cetartiodactyla,cervidae,Muntiacus,reevesi,Reeves's muntjac,LC,0,1,0,0,42191,de
chordata,mammalia,cetartiodactyla,cervidae,Odocoileus,hemionus,Mule deer,LC,0,0,1,0,42393,st
chordata,mammalia,cetartiodactyla,cervidae,Odocoileus,virginianus,White-tailed deer,LC,0,0,1,1,42394,st
chordata,mammalia,cetartiodactyla,cervidae,Ozotoceros,bezoarticus,Pampas deer,NT,0,0,1,0,15803,de
chordata,mammalia,cetartiodactyla,cervidae,Pudu,puda,Southern pudu,VU,1,0,0,0,18848,de
chordata,mammalia,cetartiodactyla,cervidae,Rangifer,tarandus,Reindeer,LC,0,1,1,0,29742,st
chordata,mammalia,cetartiodactyla,giraffidae,Giraffa,camelopardalis,Giraffe,LC,0,1,1,1,9194,de
chordata,mammalia,cetartiodactyla,giraffidae,Giraffa,camelopardalis rothschildi,Rothschild's giraffe,EN,1,0,0,0,174469,de
chordata,mammalia,cetartiodactyla,giraffidae,Okapia,johnstoni,Okapi,EN,1,0,1,1,15188,de
chordata,mammalia,cetartiodactyla,hippopotamidae,Hexaprotodon,liberiensis,Pygmy hippopotamus,EN,0,1,1,1,10032,de
chordata,mammalia,cetartiodactyla,hippopotamidae,Hippopotamus,amphibius,Hippopotamus,VU,0,1,1,0,10103,de
chordata,mammalia,cetartiodactyla,moschidae,Moschus,moschiferus,Siberian musk deer,VU,0,0,1,0,13897,de
chordata,mammalia,cetartiodactyla,suidae,Hylochoerus,meinertzhageni,Forest hog,LC,0,0,1,0,41769,de
chordata,mammalia,cetartiodactyla,suidae,Phacochoerus,africanus,Warthog,LC,0,1,1,0,41768,st
chordata,mammalia,cetartiodactyla,suidae,Potamochoerus,larvatus,Bushpig,LC,0,0,1,0,41770,st
chordata,mammalia,cetartiodactyla,suidae,Potamochoerus,porcus,Red river hog,LC,1,1,1,1,41771,de
chordata,mammalia,cetartiodactyla,suidae,Sus,barbatus,Bearded pig,VU,0,0,1,0,41772,de
chordata,mammalia,cetartiodactyla,suidae,Sus,cebifrons,Visayan warty pig,CR,0,0,1,0,21175,de
chordata,mammalia,cetartiodactyla,suidae,Sus,scrofa,Wild boar,LC,1,0,1,1,41775,un
chordata,mammalia,cetartiodactyla,tayassuidae,Catagonus,wagneri,Chacoan peccary,EN,0,0,1,0,4015,de
chordata,mammalia,cetartiodactyla,tayassuidae,Pecari,tajacu,Collared peccary,LC,0,0,1,1,41777,st
chordata,mammalia,cetartiodactyla,tragulidae,Tragulus,napu,Greater mouse-deer,LC,1,0,0,0,41781,de
chordata,mammalia,chiroptera,noctilionidae,Noctilio,leporinus,Greater bulldog bat,LC,0,0,0,1,14830,un
chordata,mammalia,chiroptera,phyllostomidae,Carollia,perspicillata,Seba's short-tailed bat,LC,1,0,0,1,3905,st
chordata,mammalia,chiroptera,phyllostomidae,Desmodus,rotundus,Common vampire bat,LC,0,0,0,1,6510,st
chordata,mammalia,chiroptera,phyllostomidae,Glossophaga,soricina,Pallas's long-tongued bat,LC,1,0,0,0,9277,st
chordata,mammalia,chiroptera,phyllostomidae,Phyllostomus,hastatus,Greater spear-nosed bat,LC,0,0,0,1,17218,st
chordata,mammalia,chiroptera,pteropodidae,Eidolon,helvum,Straw-colored fruit bat,NT,0,1,0,1,7084,de
chordata,mammalia,chiroptera,pteropodidae,Pteropus,giganteus,Indian flying fox,LC,0,0,1,1,18725,de
chordata,mammalia,chiroptera,pteropodidae,Pteropus,pumilus,Little golden-mantled flying fox,NT,0,0,0,1,18753,de
chordata,mammalia,chiroptera,pteropodidae,Pteropus,rodricensis,Rodrigues flying fox,CR,1,0,0,0,18755,in
chordata,mammalia,chiroptera,pteropodidae,Rousettus,aegyptiacus,Egyptian fruit bat,LC,0,1,0,1,29730,st
chordata,mammalia,chiroptera,pteropodidae,Rousettus,lanosus,Long-haired rousette,LC,0,0,0,1,19758,de
chordata,mammalia,cingulata,dasypodidae,Chaetophractus,vellerosus,Screaming hairy armadillo,LC,0,0,0,1,4368,st
chordata,mammalia,cingulata,dasypodidae,Chaetophractus,villosus,Large hairy armadillo,LC,0,0,0,1,4369,in
chordata,mammalia,cingulata,dasypodidae,Dasypus,novemcinctus,Nine-banded armadillo,LC,1,0,0,0,6290,in
chordata,mammalia,cingulata,dasypodidae,Tolypeutes,matacus,Southern three-banded armadillo,NT,0,0,1,1,21974,de
chordata,mammalia,didelphimorpha,didelphidae,Didelphis,virginiana,Virginia opossum,LC,0,0,1,1,40502,in
chordata,mammalia,didelphimorpha,didelphidae,Monodelphis,domestica,Gray short-tailed opossum,LC,0,0,0,1,40514,st
chordata,mammalia,didelphimorpha,didelphidae,Thylamys,elegans,Elegant fat-tailed mouse opossum,LC,0,0,0,1,40517,de
chordata,mammalia,diprotodontia,acrobatidae,Acrobates,pygmaeus,Feathertail glider,LC,0,0,1,0,40584,st
chordata,mammalia,diprotodontia,macropodidae,Dendrolagus,goodfellowi,Goodfellow's tree kangaroo,EN,0,0,1,0,6429,de
chordata,mammalia,diprotodontia,macropodidae,Dendrolagus,matschiei,Huon tree kangaroo,EN,1,1,0,1,6433,de
chordata,mammalia,diprotodontia,macropodidae,Macropus,fuliginosus,Western gray kangaroo,LC,0,1,0,0,40563,in
chordata,mammalia,diprotodontia,macropodidae,Macropus,giganteus,Eastern gray kangaroo,LC,0,0,1,0,41513,st
chordata,mammalia,diprotodontia,macropodidae,Macropus,parma,Parma wallaby,NT,0,0,1,1,12627,un
chordata,mammalia,diprotodontia,macropodidae,Macropus,rufogriseus,Red-necked wallaby,LC,1,1,1,0,40566,st
chordata,mammalia,diprotodontia,macropodidae,Macropus,rufus,Red kangaroo,LC,0,0,1,0,40567,st
chordata,mammalia,diprotodontia,macropodidae,Petrogale,xanthopus,Yellow-footed rock-wallaby,NT,0,0,1,1,16750,un
chordata,mammalia,diprotodontia,macropodidae,Wallabia,bicolor,Swamp wallaby,LC,0,1,0,0,40575,in
chordata,mammalia,diprotodontia,petauridae,Petaurus,breviceps,Sugar glider,LC,0,1,1,1,16731,st
chordata,mammalia,diprotodontia,phalangeridae,Trichosurus,vulpecula,Common brushtail possum,LC,0,0,1,0,40585,de
chordata,mammalia,diprotodontia,phascolarctidae,Phascolarctos,cinereus,Koala,LC,0,0,1,0,16892,un
chordata,mammalia,diprotodontia,vombatidae,Lasiorhinus,latifrons,Southern hairy-nosed wombat,LC,0,1,1,0,40555,un
chordata,mammalia,eulipotyphla,erinaceidae,Atelerix,albiventris,Four-toed hedgehog,LC,1,0,1,1,40602,st
chordata,mammalia,eulipotyphla,erinaceidae,Atelerix,algirus,North African Hedgehog,LC,1,0,0,0,27926,un
chordata,mammalia,eulipotyphla,erinaceidae,Atelerix,frontalis,Southern African hedgehog,LC,0,0,1,0,2274,st
chordata,mammalia,hyracoidea,procaviidae,Procavia,capensis,Rock hyrax,LC,1,0,1,1,41766,un
chordata,mammalia,lagomorpha,leporidae,Lepus,californicus,Black-tailed jackrabbit,LC,0,0,0,1,41276,st
chordata,mammalia,lagomorpha,leporidae,Oryctolagus,cuniculus,European rabbit,NT,0,1,1,1,41291,de
chordata,mammalia,lagomorpha,leporidae,Sylvilagus,audubonii,Desert cottontail,LC,0,0,0,1,41297,st
chordata,mammalia,lagomorpha,leporidae,Sylvilagus,floridanus,Eastern cottontail,LC,1,0,0,0,41299,in
chordata,mammalia,macroscelidea,macroscelididae,Macroscelides,proboscideus,Short-eared elephant shrew,LC,0,0,1,0,12643,un
chordata,mammalia,monotremata,tachyglossidae,Tachyglossus,aculeatus,Short-beaked echidna,LC,0,1,1,0,41312,st
chordata,mammalia,perissodactyla,equidae,Equus,africanus,African wild ass,CR,1,1,0,0,7949,de
chordata,mammalia,perissodactyla,equidae,Equus,ferus caballus,Horse,EN,1,0,1,0,41763,in
chordata,mammalia,perissodactyla,equidae,Equus,ferus przewalskii,Przewalski's horse,EN,1,1,0,0,7961,in
chordata,mammalia,perissodactyla,equidae,Equus,grevyi,Grevy's zebra,EN,1,1,1,1,7950,st
chordata,mammalia,perissodactyla,equidae,Equus,hemionus,Asiatic wild ass,EN,0,0,1,0,7951,de
chordata,mammalia,perissodactyla,equidae,Equus,quagga,Plains zebra,LC,0,0,1,0,41013,st
chordata,mammalia,perissodactyla,rhinocerotidae,Ceratotherium,simum simum,Southern white rhinoceros,NT,0,1,0,1,39317,in
chordata,mammalia,perissodactyla,rhinocerotidae,Rhinoceros,unicornis,Indian rhinoceros,VU,1,1,1,0,19496,in
chordata,mammalia,perissodactyla,tapiridae,Tapirus,bairdii,Baird's tapir,EN,0,0,1,1,21471,de
chordata,mammalia,perissodactyla,tapiridae,Tapirus,indicus,Malayan tapir,EN,1,1,1,1,21472,de
chordata,mammalia,pholidota,manidae,Phataginus,tricuspis,Tree pangolin,NT,0,0,1,0,12767,de
chordata,mammalia,pilosa,megalonychidae,Choloepus,didactylus,Linnaeus's two-toed sloth,LC,0,1,1,1,4777,un
chordata,mammalia,pilosa,megalonychidae,Choloepus,hoffmanni,Hoffmann's two-toed sloth,LC,1,0,0,1,4778,un
chordata,mammalia,pilosa,myrmecophagidae,Myrmecophaga,tridactyla,Giant anteater,VU,0,0,1,0,14224,de
chordata,mammalia,pilosa,myrmecophagidae,Tamandua,tetradactyla,Southern tamandua,LC,0,0,1,0,21350,un
chordata,mammalia,primates,aotidae,Aotus,griseimembra,Gray-handed night monkey,VU,1,0,0,1,1807,de
chordata,mammalia,primates,aotidae,Aotus,lemurinus,Gray-bellied night monkey,VU,0,0,0,1,1808,de
chordata,mammalia,primates,atelidae,Alouatta,caraya,Black howler,LC,0,0,0,1,41545,de
chordata,mammalia,primates,atelidae,Ateles,fusciceps,Brown-headed spider monkey,CR,0,0,1,1,135446,de
chordata,mammalia,primates,atelidae,Ateles,geoffroyi,Geoffroy's spider monkey,EN,0,0,0,1,2279,de
chordata,mammalia,primates,atelidae,Ateles,geoffroyi geoffroyi,Nicaraguan spider monkey,CR,0,1,0,1,43901,de
chordata,mammalia,primates,callitrichidae,Callimico,goeldii,Goeldi's monkey,VU,1,0,1,0,3564,de
chordata,mammalia,primates,callitrichidae,Callithrix,geoffroyi,White-headed marmoset,LC,0,0,1,0,3572,st
chordata,mammalia,primates,callitrichidae,Callithrix,jacchus,Common marmoset,LC,0,1,1,1,41518,st
chordata,mammalia,primates,callitrichidae,Callithrix,kuhlii,Weid's marmoset,NT,1,0,0,0,3575,de
chordata,mammalia,primates,callitrichidae,Cebuella,pygmaea,Pygmy marmoset,LC,1,1,1,0,41535,de
chordata,mammalia,primates,callitrichidae,Leontopithecus,chrysomelas,Golden-headed lion tamarin,EN,1,0,0,0,40643,de
chordata,mammalia,primates,callitrichidae,Leontopithecus,rosalia,Golden lion tamarin,EN,1,1,1,1,11506,st
chordata,mammalia,primates,callitrichidae,Mico,argentatus,Silvery marmoset,LC,1,0,0,0,41520,de
chordata,mammalia,primates,callitrichidae,Saguinus,bicolor,Pied tamarin,EN,1,0,0,0,40644,de
chordata,mammalia,primates,callitrichidae,Saguinus,imperator imperator,Black-chinned emperor tamarin,LC,1,0,0,0,19827,de
chordata,mammalia,primates,callitrichidae,Saguinus,mystax,Mustached tamarin,LC,1,0,0,0,41526,st
chordata,mammalia,primates,callitrichidae,Saguinus,oedipus,Cotton-top tamarin,CR,1,0,0,1,19823,de
chordata,mammalia,primates,cebidae,Cebus,albifrons albrifrons,White-fronted capuchin,LC,0,0,1,1,39951,de
chordata,mammalia,primates,cebidae,Cebus,capucinus,White-faced capuchin,LC,1,0,0,0,40020,un
chordata,mammalia,primates,cebidae,Saimiri,boliviensis,Bolivian squirrel monkey,LC,0,0,0,1,41536,de
chordata,mammalia,primates,cebidae,Saimiri,boliviensis peruviensis,Peruvian squirrel monkey,LC,0,0,0,1,43965,de
chordata,mammalia,primates,cebidae,Saimiri,sciureus,South American squirrel monkey,LC,1,0,0,1,41537,de
chordata,mammalia,primates,cebidae,Saimiri,sciureus sciureus,South American squirrel monkey,LC,1,0,0,1,43968,de
chordata,mammalia,primates,cercopithecidae,Allenopithecus,nigroviridis,Allen's swamp monkey,LC,0,0,1,0,865,un
chordata,mammalia,primates,cercopithecidae,Cercopithecus,ascanius schmidti,Schmidt's guenon,LC,0,0,1,0,136917,un
chordata,mammalia,primates,cercopithecidae,Cercopithecus,campbelli,Campbell's monkey,LC,0,0,1,0,4213,un
chordata,mammalia,primates,cercopithecidae,Cercopithecus,diana,Diana monkey,VU,0,0,1,1,4215,de
chordata,mammalia,primates,cercopithecidae,Cercopithecus,diana diana,Diana monkey,VU,0,0,0,1,4245,de
chordata,mammalia,primates,cercopithecidae,Cercopithecus,lhoesti,L'Hoest's monkey,VU,0,0,1,0,4220,de
chordata,mammalia,primates,cercopithecidae,Cercopithecus,mitis stuhlmanni,Stuhlmann's blue monkey,LC,0,0,0,1,39991,de
chordata,mammalia,primates,cercopithecidae,Cercopithecus,neglectus,De Brazza's monkey,LC,1,0,1,1,4223,un
chordata,mammalia,primates,cercopithecidae,Cercopithecus,petaurista petaurista,Lesser spot-nosed monkey,LC,0,0,1,0,136905,un
chordata,mammalia,primates,cercopithecidae,Cercopithecus,pogonias wolfi,Wolf's monkey,LC,1,0,1,1,40646,de
chordata,mammalia,primates,cercopithecidae,Chlorocebus,aethiops,Grivet,LC,0,0,1,0,4233,st
chordata,mammalia,primates,cercopithecidae,Colobus,angolensis palliates,Peters's Angola colobus,LC,0,0,1,0,5148,un
chordata,mammalia,primates,cercopithecidae,Colobus,guereza,Guereza,LC,1,0,1,1,5143,un
chordata,mammalia,primates,cercopithecidae,Erythrocebus,patas,Patas monkey,LC,0,0,1,0,8073,de
chordata,mammalia,primates,cercopithecidae,Macaca,fuscata,Japanese macaque,LC,0,1,0,0,12552,st
chordata,mammalia,primates,cercopithecidae,Macaca,nigra,Celebes crested macaque,CR,0,0,0,1,12556,de
chordata,mammalia,primates,cercopithecidae,Macaca,silenus,Lion-tailed macaque,EN,0,1,1,0,12559,de
chordata,mammalia,primates,cercopithecidae,Macaca,sylvanus,Barbary macaque,EN,0,1,0,0,12561,de
chordata,mammalia,primates,cercopithecidae,Mandrillus,leucophaeus,Drill,EN,0,0,1,0,12753,un
chordata,mammalia,primates,cercopithecidae,Mandrillus,sphinx,Mandrill,VU,1,1,1,0,12754,un
chordata,mammalia,primates,cercopithecidae,Papio,hamadryas,Hamadryas baboon,LC,0,0,1,0,16019,in
chordata,mammalia,primates,cercopithecidae,Pygathrix,nemaeus,Red-shanked douc,EN,0,0,1,0,39826,de
chordata,mammalia,primates,cercopithecidae,Semnopithecus,entellus,Northern plains gray langur,LC,0,0,1,0,39832,de
chordata,mammalia,primates,cercopithecidae,Theropithecus,gelada,Gelada baboon,LC,1,0,0,0,21744,de
chordata,mammalia,primates,cercopithecidae,Trachypithecus,auratus,Javan lutung,VU,1,0,0,1,22034,de
chordata,mammalia,primates,cercopithecidae,Trachypithecus,cristatus,Silvery lutung,NT,1,0,0,0,22035,de
chordata,mammalia,primates,cercopithecidae,Trachypithecus,cristatus cristatus,Silvery lutung,NT,0,0,1,0,136914,de
chordata,mammalia,primates,cercopithecidae,Trachypithecus,francoisi,François' langur,EN,0,0,1,1,39853,de
chordata,mammalia,primates,cheirogaleidae,Cheirogaleus,medius,Fat-tailed dwarf lemur,LC,1,0,0,0,4599,un
chordata,mammalia,primates,cheirogaleidae,Microcebus,murinus,Gray mouse-lemur,LC,1,0,0,0,13323,de
chordata,mammalia,primates,daubentoniidae,Daubentonia,madagascariensis,Aye-aye,NT,0,0,0,1,6302,de
chordata,mammalia,primates,galagidae,Galago,moholi,Southern lesser galago,LC,1,0,0,0,8788,st
chordata,mammalia,primates,galagidae,Otolemur,garnettii,Greater galago,LC,0,0,1,1,15644,st
chordata,mammalia,primates,hominidae,Gorilla,gorilla gorilla,Gorilla,CR,1,1,1,1,9406,de
chordata,mammalia,primates,hominidae,Pan,paniscus,Bonobo,EN,0,0,1,0,15932,de
chordata,mammalia,primates,hominidae,Pongo,abelii,Sumatran orangutan,CR,0,1,1,0,39780,de
chordata,mammalia,primates,hominidae,Pongo,pygmaeus,Bornean orangutan,EN,0,0,1,1,17975,de
chordata,mammalia,primates,hominidae,Pongo,pygmaeus pygmaeus,Western Bornean orangutan,EN,0,0,0,1,39781,de
chordata,mammalia,primates,hylobatidae,Hylobates,agilis,Agile gibbon,EN,0,0,0,1,10543,de
chordata,mammalia,primates,hylobatidae,Hylobates,lar,Lar gibbon,EN,0,1,0,1,10548,de
chordata,mammalia,primates,hylobatidae,Hylobates,muelleri muelleri,Muller's gray gibbon,EN,0,0,0,1,39888,de
chordata,mammalia,primates,lemuridae,Eulemur,fulvus,Common brown lemur,NT,0,0,0,1,8207,de
chordata,mammalia,primates,lemuridae,Eulemur,macaco,Black lemur,VU,0,0,1,1,8212,de
chordata,mammalia,primates,lemuridae,Eulemur,mongoz,Mongoose lemur,VU,0,0,0,1,8202,de
chordata,mammalia,primates,lemuridae,Lemur,catta,Ring-tailed lemur,NT,1,0,1,1,11496,de
chordata,mammalia,primates,lemuridae,Varecia,variegata variegata,Black and white ruffed lemur,CR,1,0,1,1,22919,de
chordata,mammalia,primates,lorisidae,Loris,tardigradus,Red slender loris,EN,1,0,1,0,12375,de
chordata,mammalia,primates,lorisidae,Nycticebus,coucang,Sunda slow loris,VU,0,0,1,0,39759,de
chordata,mammalia,primates,lorisidae,Nycticebus,pygmaeus,Pygmy slow loris,VU,1,0,1,1,14941,de
chordata,mammalia,primates,pitheciidae,Callicebus,donacophilus,White-eared titi,LC,1,0,1,0,41548,de
chordata,mammalia,primates,pitheciidae,Pithecia,monachus monachus,Monk saki,LC,0,0,1,0,43944,un
chordata,mammalia,primates,pitheciidae,Pithecia,pithecia,White-faced saki,LC,1,1,1,0,41569,st
chordata,mammalia,primates,tarsiidae,Tarsius,syrichta,Philippine tarsier,NT,0,0,1,0,21492,de
chordata,mammalia,proboscidea,elephantidae,Elephas,maximus,Asian elephant,EN,1,0,1,0,7140,de
chordata,mammalia,proboscidea,elephantidae,Loxodonta,africana,African elephant,VU,0,1,1,0,12392,in
chordata,mammalia,rodentia,bathyergidae,Cryptomys,damarensis,Damara mole-rat,LC,1,0,0,0,5753,st
chordata,mammalia,rodentia,bathyergidae,Heterocephalus,glaber,Naked mole rat,LC,0,1,1,1,9987,st
chordata,mammalia,rodentia,calomyscidae,Calomyscus,bailwardi,Mouse-like hamster,LC,1,0,0,0,3618,un
chordata,mammalia,rodentia,castoridae,Castor,canadensis,American beaver,LC,1,1,0,1,4003,st
chordata,mammalia,rodentia,caviidae,Cavia,aperea,Brazilian guinea pig,LC,1,0,0,0,4064,st
chordata,mammalia,rodentia,caviidae,Cavia,porcellus,Guinea pig,NE,0,0,1,0,N/A,N/A
chordata,mammalia,rodentia,caviidae,Dolichotis,patagonum,Patagonian cavy,NT,0,1,0,0,6785,de
chordata,mammalia,rodentia,caviidae,Hydrochaeris,hydrochaeris,Capybara,LC,0,1,1,0,10300,un
chordata,mammalia,rodentia,caviidae,Kerodon,rupestris,Rock cavy,LC,1,0,0,0,10988,st
chordata,mammalia,rodentia,chinchillidae,Chinchilla,lanigera,Chinchilla,CR,1,0,1,1,4652,de
chordata,mammalia,rodentia,cricetidae,Neotoma,cinerea,Bushy-tailed woodrat,LC,0,0,0,1,42673,st
chordata,mammalia,rodentia,cricetidae,Ondatra,zibethicus,Muskrat,LC,0,0,0,1,15324,st
chordata,mammalia,rodentia,cricetidae,Peromyscus,californicus,California mouse,LC,1,0,0,0,16654,st
chordata,mammalia,rodentia,cricetidae,Peromyscus,eremicus,Cactus mouse,LC,1,0,0,0,16659,st
chordata,mammalia,rodentia,cricetidae,Peromyscus,maniculatus,North American deer mouse,LC,1,0,0,1,16672,st
chordata,mammalia,rodentia,cricetidae,Phodopus,sungorus,Dzhungarian hamster,LC,1,0,0,0,17037,un
chordata,mammalia,rodentia,cricetidae,Phyllotis,darwini,Darwin's leaf-eared mouse,LC,1,0,0,0,17224,st
chordata,mammalia,rodentia,dasyproctidae,Dasyprocta,leporina,Red-rumped agouti,LC,0,1,0,1,6284,st
chordata,mammalia,rodentia,dinomyidae,Dinomys,branickii,Pacarana,VU,0,0,1,0,6608,de
chordata,mammalia,rodentia,erethizontidae,Coendou,prehensilis,Brazilian porcupine,LC,1,1,1,1,5085,st
chordata,mammalia,rodentia,erethizontidae,Erethizon,dorsatum,North American porcupine,LC,1,0,1,1,8004,st
chordata,mammalia,rodentia,gliridae,Graphiurus,murinus,Woodland dormouse,LC,1,0,0,1,9487,st
chordata,mammalia,rodentia,heteromyidae,Dipodomys,deserti,Desert kangaroo rat,LC,0,0,0,1,6686,st
chordata,mammalia,rodentia,heteromyidae,Dipodomys,merriami,Merriam's kangaroo rat,LC,1,0,0,0,6689,st
chordata,mammalia,rodentia,heteromyidae,Dipodomys,spectabilis,Banner-tailed kangaroo rat,NT,1,0,0,0,6693,de
chordata,mammalia,rodentia,hystricidae,Atherurus,africanus,African brush-tailed porcupine,LC,1,0,0,1,2353,un
chordata,mammalia,rodentia,hystricidae,Hystrix,africaeaustralis,Cape porcupine,LC,0,1,0,0,10748,st
chordata,mammalia,rodentia,hystricidae,Hystrix,brachyura,Malayan porcupine,LC,0,0,1,0,10749,de
chordata,mammalia,rodentia,hystricidae,Hystrix,cristata,Crested porcupine,LC,0,0,1,0,10746,un
chordata,mammalia,rodentia,hystricidae,Hystrix,indica,Indian crested porcupine,LC,0,0,1,1,10751,st
chordata,mammalia,rodentia,muridae,Acomys,dimidiatus,Eastern spiny mouse,LC,1,1,0,1,136471,un
chordata,mammalia,rodentia,muridae,Gerbillus,perpallidus,Pale gerbil,LC,1,0,0,1,9140,st
chordata,mammalia,rodentia,muridae,Lemniscomys,barbarus,Barbary striped grass mouse,LC,1,0,0,0,11487,st
chordata,mammalia,rodentia,muridae,Meriones,unguiculatus,Mongolian gerbil,LC,0,0,1,0,13171,un
chordata,mammalia,rodentia,muridae,Micromys,minutus,Eurasian harvest mouse,LC,1,0,0,1,13373,st
chordata,mammalia,rodentia,muridae,Mus,musculus,House mouse,LC,1,0,0,0,13972,st
chordata,mammalia,rodentia,muridae,Phloeomys,pallidus,Northern Luzon giant cloud rat,LC,1,0,0,0,17004,st
chordata,mammalia,rodentia,muridae,Rattus,norvegicus,Brown rat,LC,1,0,0,0,19353,st
chordata,mammalia,rodentia,muridae,Rhabdomys,pumilio,Four-striped grass mouse,LC,1,0,0,1,19436,st
chordata,mammalia,rodentia,muridae,Sekeetamys,calurus,Bushy-tailed jird,LC,1,0,0,1,20089,st
chordata,mammalia,rodentia,myocastoridae,Myocastor,coypus,Coypu,LC,0,0,0,1,14085,de
chordata,mammalia,rodentia,nesomyidae,Hypogeomys,antimena,Malagasy giant rat,EN,1,0,0,1,10714,de
chordata,mammalia,rodentia,nesomyidae,Malacothrix,typica,Gerbil mouse,LC,1,0,1,0,12712,st
chordata,mammalia,rodentia,octodontidae,Octodon,degus,Degu,LC,1,0,0,1,15088,un
chordata,mammalia,rodentia,pedetidae,Pedetes,capensis,Spring hare,LC,1,0,0,1,16467,un
chordata,mammalia,rodentia,sciuridae,Ammospermophilus,harrisii,Harris's antelope squirrel,LC,1,0,0,0,42399,st
chordata,mammalia,rodentia,sciuridae,Callosciurus,prevostii,Prevost's squirrel,LC,1,1,1,1,3603,de
chordata,mammalia,rodentia,sciuridae,Cynomys,ludovicianus,Black-tailed prairie dog,LC,1,1,1,1,6091,de
chordata,mammalia,rodentia,sciuridae,Glaucomys,volans,Southern flying squirrel,LC,1,0,0,1,9240,st
chordata,mammalia,rodentia,sciuridae,Marmota,monax,Woodchuck,LC,0,1,0,0,42458,st
chordata,mammalia,rodentia,sciuridae,Marmota,vancouverensis,Vancouver Island marmot,CR,0,1,0,0,12828,de
chordata,mammalia,rodentia,sciuridae,Petaurista,philippensis,Indian giant flying squirrel,LC,0,0,1,0,16724,de
chordata,mammalia,rodentia,sciuridae,Ratufa,affinis,Pale giant squirrel,NT,0,0,0,1,19376,de
chordata,mammalia,rodentia,sciuridae,Sciurus,vulgaris,Eurasian red squirrel,LC,0,0,1,0,20025,de
chordata,mammalia,scandentia,tupaiidae,Tupaia,belangeri,Northern treeshrew,LC,0,0,1,1,41492,st
chordata,mammalia,scandentia,tupaiidae,Tupaia,glis,Common treeshrew,LC,1,1,0,1,41494,de
chordata,mammalia,tubulidentata,orycteropodidae,Orycteropus,afer,Aardvark,LC,1,0,1,1,41504,un
chordata,reptilia,crocodylia,alligatoridae,Alligator,mississippiensis,American alligator,LC,1,1,1,1,46583,un
chordata,reptilia,crocodylia,alligatoridae,Alligator,sinensis,Chinese alligator,CR,1,0,0,0,867,un
chordata,reptilia,crocodylia,alligatoridae,Caiman,crocodilus,Common caiman,LC,0,0,0,1,46584,un
chordata,reptilia,crocodylia,alligatoridae,Paleosuchus,palpebrosus,Dwarf caiman,LC,1,1,0,0,46587,un
chordata,reptilia,crocodylia,crocodylidae,Crocodylus,acutus,American crocodile,VU,0,0,0,1,5659,in
chordata,reptilia,crocodylia,crocodylidae,Crocodylus,johnsoni,Australian freshwater crocodile,LC,0,0,1,1,46589,un
chordata,reptilia,crocodylia,crocodylidae,Crocodylus,mindorensis,Philippines crocodile,CR,0,0,0,1,5672,un
chordata,reptilia,crocodylia,crocodylidae,Crocodylus,rhombifer,Cuban crocodile,CR,1,0,0,0,5670,un
chordata,reptilia,crocodylia,crocodylidae,Mecistops,cataphractus,African slender-snouted crocodile,CR,0,0,1,0,5660,de
chordata,reptilia,crocodylia,crocodylidae,Osteolaemus,tetraspis,Dwarf crocodile,VU,0,1,1,0,15635,un
chordata,reptilia,crocodylia,crocodylidae,Tomistoma,schlegelii,False gharial,VU,1,0,0,0,21981,de
